Dependents,LoanAmount,Loan_Amount_Term,Credit_History,Loan_Status,TotalIncome_Log,Gender_Male,Married_Yes,Education_Not Graduate,Self_Employed_Yes,Property_Area_Semiurban,Property_Area_Urban
0,115.0,360.0,1,1,8.422442854870427,False,False,False,False,True,False
0,115.0,360.0,1,1,8.426830751335846,True,True,True,False,False,True
0,66.0,360.0,1,1,7.7025561132685825,False,False,True,False,False,False
1,152.0,300.0,0,0,9.024131268455035,True,True,False,False,True,False
3,360.0,360.0,0,0,11.302216779257382,True,True,False,False,False,False
1,62.0,360.0,1,0,8.260492856573185,False,False,True,True,True,False
0,160.0,360.0,1,1,8.741456115998364,True,True,False,False,False,True
0,218.0,360.0,0,0,8.715552125907816,True,True,True,False,False,False
0,110.0,360.0,1,1,8.363342466597977,True,True,True,False,False,False
0,178.0,360.0,0,0,8.591743922680534,False,True,True,False,True,False
0,60.0,360.0,1,1,8.005033344637111,False,False,False,False,False,True
1,160.0,360.0,1,0,7.8636512654486515,False,False,False,False,False,True
2,239.0,360.0,1,0,9.980494888896912,True,True,False,True,False,True
0,112.0,360.0,1,1,8.242493153187626,True,True,False,False,False,False
0,138.0,360.0,1,1,8.447628728030327,True,True,False,False,True,False
0,138.0,360.0,1,1,8.670772279344538,True,True,False,False,False,False
0,80.0,360.0,0,0,7.908754738783246,False,False,True,False,False,True
0,100.0,360.0,1,1,8.17188200612782,True,True,False,False,False,True
1,110.0,360.0,0,0,9.095826985187422,True,True,False,False,False,True
0,96.0,360.0,1,1,9.60784051043005,True,True,False,False,True,False
0,121.0,360.0,1,1,8.848939995030118,True,True,False,False,False,False
1,81.0,360.0,1,0,8.435332164935916,False,False,True,False,False,False
2,133.0,360.0,1,1,8.688790784847216,True,True,False,False,True,False
0,87.0,360.0,1,1,7.9851847886683345,True,True,False,False,False,False
0,60.0,180.0,1,1,7.907651594711089,True,False,True,False,False,True
1,150.0,360.0,1,1,9.062420241899561,False,False,False,True,True,False
0,105.0,360.0,0,0,8.77971129020447,True,False,False,False,False,False
0,405.0,360.0,1,1,9.463198053273784,True,False,False,False,True,False
0,143.0,360.0,1,1,8.469262657658687,True,True,False,False,True,False
0,100.0,360.0,1,1,8.229777750081887,True,False,False,False,False,True
0,128.0,240.0,1,1,9.21512888870798,False,True,False,False,True,False
0,50.0,360.0,1,1,8.236950048061455,True,False,False,False,True,False
0,128.0,360.0,1,1,8.113426639943654,True,True,False,False,False,True
0,187.0,360.0,0,0,9.251194365984448,True,False,False,True,False,True
0,138.0,360.0,1,1,8.873888135154973,False,True,True,True,False,False
0,187.0,360.0,1,1,9.073947747070628,True,False,False,False,True,False
0,180.0,360.0,1,1,9.1834829178063,True,True,False,False,False,False
3,148.0,360.0,1,1,8.81001204797317,True,False,True,False,True,False
1,152.0,360.0,1,1,10.537945736747394,True,False,False,False,True,False
0,175.0,300.0,1,1,9.659311868393488,True,True,False,False,False,False
1,130.0,360.0,1,1,8.450412157725886,True,True,False,True,False,False
2,110.0,360.0,1,1,8.445267451844648,True,True,True,False,False,False
0,55.0,360.0,1,0,8.500250470685925,True,True,False,False,False,False
2,150.0,360.0,0,0,8.527341522468053,True,True,False,False,False,False
1,190.0,360.0,1,0,8.369157112588834,True,False,True,True,True,False
2,125.0,360.0,0,0,8.178919332848396,True,True,True,False,False,False
2,60.0,300.0,1,1,8.13593277200489,True,True,True,False,False,True
0,149.0,360.0,0,0,8.645058562414134,True,True,False,False,False,False
0,90.0,180.0,0,1,8.507142855562735,True,True,False,False,False,False
0,84.0,360.0,1,1,8.865876285425417,True,False,False,True,True,False
2,96.0,360.0,1,1,8.258422462458876,True,True,False,False,True,False
0,118.0,360.0,1,1,8.366835309827675,True,True,False,False,False,True
0,173.0,360.0,1,0,8.744806737401898,True,True,False,False,False,True
2,136.0,360.0,1,1,8.379079889286603,True,False,False,False,False,False
0,160.0,360.0,1,0,9.028218795184895,True,True,False,False,True,False
0,160.0,360.0,1,1,8.726967774991493,True,True,False,True,True,False
3,128.0,180.0,1,1,8.954286157204713,True,True,False,False,False,True
0,153.0,360.0,1,1,8.557182839632397,True,True,False,False,False,False
1,132.0,360.0,1,1,8.554874258383926,False,False,True,False,True,False
0,98.0,360.0,0,0,8.334951631422454,True,False,False,False,True,False
0,140.0,360.0,1,1,8.699681400989514,True,False,False,False,False,False
3,70.0,180.0,0,0,8.436416881388949,True,True,True,False,False,True
0,110.0,360.0,1,1,9.722744748855389,True,True,False,False,True,False
2,98.0,360.0,1,1,8.048149101665201,False,True,True,False,True,False
0,110.0,360.0,1,0,8.82246957226897,True,True,False,False,False,True
1,162.0,360.0,1,1,8.61794309451638,True,True,False,True,True,False
1,113.0,180.0,0,0,8.331827004436057,True,True,True,False,False,False
3,100.0,360.0,1,1,8.453614209773367,True,True,False,False,True,False
0,93.0,360.0,1,1,7.824445930877619,False,False,False,True,False,True
2,162.0,360.0,1,1,9.228278517107196,True,False,False,False,False,False
2,150.0,360.0,1,1,9.772239265926174,True,True,False,True,False,False
2,230.0,300.0,1,1,9.042040056544483,True,True,False,False,True,False
2,132.0,360.0,0,0,8.465057436995709,True,True,False,False,True,False
1,86.0,360.0,1,1,9.847869128773116,True,True,False,True,True,False
2,128.0,360.0,1,0,8.423102268016642,True,True,False,False,False,True
0,154.0,360.0,1,1,8.37816098272068,False,False,True,False,False,False
3,113.0,360.0,1,1,8.037866234709618,True,True,True,False,False,False
0,128.0,360.0,1,1,8.562931083090092,True,True,False,False,True,False
0,234.0,360.0,1,1,9.290444616217844,True,True,False,False,True,False
2,246.0,360.0,1,1,9.0280988119824,True,True,False,False,True,False
1,131.0,360.0,1,1,8.388222810119277,True,True,True,False,False,False
2,80.0,360.0,0,0,8.17413934342947,True,False,False,False,False,False
1,500.0,360.0,1,0,9.816512538521721,True,True,False,False,False,True
2,160.0,360.0,1,1,8.80492526261806,True,True,False,True,True,False
0,75.0,360.0,1,0,7.798112628829788,True,False,False,False,False,True
0,96.0,360.0,1,1,8.609772372709331,True,False,True,False,True,False
1,186.0,360.0,1,1,8.774158291205957,True,True,True,False,False,True
0,110.0,360.0,1,1,8.213923595622743,True,False,True,False,False,False
0,225.0,360.0,1,1,9.756378687497916,False,False,True,True,True,False
0,119.0,360.0,0,0,8.657824321155983,True,True,False,False,False,False
1,105.0,84.0,1,1,8.352318548226004,False,True,False,False,True,False
0,107.0,360.0,1,1,8.366602832783736,True,True,True,False,False,False
0,111.0,12.0,1,1,8.920389060080359,True,True,False,False,False,True
1,95.0,360.0,1,1,7.971085753505607,True,True,False,True,True,False
0,209.0,360.0,0,0,9.277999020449997,True,False,False,False,False,False
0,113.0,480.0,1,1,8.37309184744198,False,False,False,False,False,False
0,100.0,360.0,1,1,8.058327306580958,False,False,False,False,True,False
2,208.0,360.0,1,1,9.258177701390343,True,True,False,False,True,False
1,138.0,360.0,1,0,9.143452426434552,True,True,True,False,False,False
0,124.0,300.0,1,1,8.575084669832014,True,True,True,False,True,False
2,243.0,360.0,1,1,8.978029932837156,True,True,False,False,False,False
0,480.0,360.0,1,1,10.221977646629885,True,True,False,False,False,True
0,96.0,360.0,1,0,8.18423477409482,True,False,False,False,False,True
0,188.0,360.0,1,1,8.61122983334262,True,True,False,True,False,True
1,40.0,360.0,1,1,9.492733482494353,False,False,False,False,False,True
0,100.0,360.0,1,0,8.494129251817686,True,False,True,False,False,False
1,250.0,360.0,1,1,8.995908761263994,True,True,False,False,True,False
2,148.0,360.0,1,1,8.579040594742317,True,True,False,False,False,True
0,70.0,180.0,1,0,9.082166033252674,True,True,False,False,True,False
0,311.0,360.0,1,0,9.157150543462064,True,False,False,False,False,False
3,150.0,360.0,1,1,8.838551790227402,True,True,False,False,False,False
2,113.0,480.0,1,1,8.20631072579402,False,True,False,False,True,False
0,123.0,360.0,0,0,8.491875383431948,True,True,True,False,True,False
0,185.0,360.0,1,0,8.794673401383422,True,False,False,False,True,False
0,95.0,360.0,1,0,8.131824785007195,False,False,True,False,False,False
2,45.0,360.0,1,1,8.277666160851503,True,True,True,False,True,False
0,55.0,360.0,1,1,7.824445930877619,True,False,False,False,True,False
3,100.0,360.0,1,1,8.868131713503033,True,True,False,True,False,False
2,480.0,360.0,1,1,9.623442907213558,True,True,False,True,False,False
0,128.0,360.0,1,0,8.81996090128606,True,False,False,False,True,False
2,400.0,360.0,1,1,9.770013301136158,True,True,False,True,False,False
0,110.0,360.0,1,1,8.236420527265391,True,True,False,False,True,False
1,161.0,360.0,0,1,8.812248018197431,True,True,True,False,True,False
1,94.0,360.0,1,1,8.289539484624141,True,False,True,False,True,False
0,130.0,360.0,1,1,8.822322177471738,True,False,True,False,True,False
0,216.0,360.0,1,1,8.783549477153265,True,True,False,False,False,False
3,100.0,360.0,1,1,8.362175469149628,True,True,False,False,False,True
2,110.0,360.0,0,0,8.185628891147607,True,False,False,False,False,False
1,196.0,360.0,1,0,9.328212292571072,True,False,False,False,True,False
0,125.0,360.0,1,1,9.80730699406216,False,False,True,True,False,True
0,126.0,360.0,1,1,8.432288684325794,True,False,True,False,False,False
0,324.0,360.0,1,1,9.214332393245721,True,True,False,False,False,True
2,107.0,360.0,1,1,8.193676665955241,True,False,False,False,True,False
0,66.0,360.0,1,0,8.147288258706624,True,True,True,False,False,False
3,157.0,180.0,1,1,8.766861821669803,True,True,False,False,False,False
1,140.0,180.0,1,1,8.916506080039204,False,True,False,False,True,False
0,99.0,360.0,0,0,7.668093709082406,False,False,False,False,True,False
1,95.0,360.0,1,1,8.203304026795282,False,False,False,False,True,False
1,128.0,360.0,1,1,8.46884293047519,True,True,True,False,False,True
0,102.0,360.0,1,1,8.210939733379021,False,True,True,False,True,False
0,155.0,360.0,1,1,8.459352191726387,True,True,False,False,False,False
0,80.0,36.0,1,0,8.119398589612294,True,False,True,False,True,False
0,145.0,360.0,1,1,8.368693183097793,True,False,False,False,False,False
0,103.0,360.0,0,0,8.517393171418904,False,False,False,False,True,False
0,110.0,360.0,1,1,8.4767877767812,True,True,False,False,False,False
2,128.0,360.0,0,0,8.799963219506997,True,True,False,True,False,False
1,128.0,360.0,1,1,8.490438454107418,True,True,True,False,False,False
1,158.0,360.0,1,1,8.792397742356906,True,True,False,False,False,True
0,181.0,360.0,0,0,8.473868066677865,True,True,True,False,False,True
0,132.0,180.0,0,0,8.969541885423252,True,True,False,False,False,False
1,26.0,360.0,1,1,8.77971129020447,True,True,False,False,True,False
0,84.0,360.0,1,1,8.36474106822456,False,False,False,False,False,True
3,260.0,360.0,1,1,9.224243277145174,True,True,False,True,True,False
0,162.0,360.0,1,1,8.788288460263619,True,True,False,False,True,False
0,182.0,360.0,1,1,8.777555453213056,False,True,False,False,True,False
2,108.0,360.0,1,1,8.273336598504486,True,True,True,False,True,False
1,600.0,360.0,1,1,9.87740021777281,False,True,False,True,True,False
0,211.0,360.0,1,1,8.984443032465352,True,True,False,False,False,False
0,132.0,360.0,1,1,8.665785595466064,True,False,True,True,True,False
2,258.0,360.0,0,0,9.082507000466299,True,True,False,False,False,True
0,120.0,360.0,1,1,8.404696160189092,True,True,True,False,False,False
0,70.0,360.0,1,1,8.111928063310739,True,False,False,False,False,True
3,123.0,360.0,0,0,8.682877107057168,True,True,False,False,False,False
0,9.0,360.0,1,0,7.774435510302958,False,False,False,False,False,True
0,104.0,360.0,0,0,8.562357743370612,True,True,False,False,False,True
1,186.0,360.0,1,1,8.550241045462437,True,True,False,False,False,True
0,165.0,360.0,0,0,8.789964651132264,True,True,False,False,False,True
2,275.0,360.0,1,1,9.721185995542177,True,True,False,False,False,True
2,187.0,480.0,1,0,8.955577146281511,True,True,True,False,True,False
3,150.0,360.0,1,0,8.765146421639022,True,True,False,False,True,False
2,108.0,84.0,1,1,8.19450550976564,True,True,False,False,False,True
0,136.0,360.0,0,0,8.575084669832014,True,True,False,False,True,False
0,110.0,360.0,1,1,8.69433468816865,True,False,False,False,False,True
1,107.0,360.0,1,1,8.297792626380861,True,True,False,False,False,False
0,161.0,360.0,1,1,8.716044050161402,True,False,False,False,False,True
2,205.0,360.0,1,1,8.785845337961213,True,True,False,False,True,False
0,90.0,360.0,1,0,10.482177411118249,True,False,False,False,False,True
0,36.0,360.0,1,1,8.06054004653864,False,True,False,False,True,False
1,61.0,360.0,1,0,7.53955882930103,True,True,False,False,False,False
1,146.0,360.0,0,0,8.45638105201948,True,True,False,False,False,False
1,172.0,84.0,1,0,8.8934354408475,True,True,False,False,False,False
0,104.0,360.0,1,1,8.24800570160062,True,True,False,False,False,True
0,70.0,360.0,1,1,7.680637427560936,False,False,True,False,True,False
0,94.0,360.0,1,1,8.46611040118692,True,False,False,False,True,False
2,106.0,360.0,0,0,7.910957382845589,True,True,False,True,True,False
0,56.0,180.0,1,1,8.766705997750515,True,True,False,False,True,False
2,205.0,240.0,1,0,8.699681400989514,True,True,False,True,True,False
3,292.0,360.0,1,1,9.143986871426161,True,False,False,True,True,False
0,142.0,180.0,1,1,8.87626525995469,True,True,False,False,False,False
0,260.0,360.0,1,1,9.687878048875998,True,True,False,True,False,True
0,110.0,360.0,1,1,8.251663923605589,True,False,True,False,False,False
2,187.0,360.0,1,0,8.907070776182689,True,True,True,True,False,False
0,88.0,360.0,0,0,8.002359546252707,True,False,False,False,True,False
0,180.0,360.0,1,1,9.20673387638207,True,True,False,True,False,False
2,192.0,360.0,1,1,8.662331957082475,True,True,False,False,False,True
3,350.0,180.0,1,0,10.647422899928179,False,False,False,False,False,True
0,155.0,360.0,1,1,8.645938147306799,True,True,True,False,False,False
3,128.0,360.0,1,1,8.648922962094131,True,True,False,False,False,True
0,172.0,360.0,1,1,8.984443032465352,True,False,False,False,False,False
1,496.0,360.0,1,1,9.392745258631441,False,True,False,False,True,False
0,128.0,180.0,1,0,8.732465848349879,True,True,True,False,False,True
1,173.0,360.0,1,1,8.682877107057168,True,True,False,False,True,False
2,157.0,360.0,1,1,8.593969030218288,True,True,True,False,False,False
0,108.0,360.0,1,1,8.553139318189707,True,True,False,False,False,False
0,71.0,360.0,1,1,7.972810784121404,False,False,False,False,False,False
3,40.0,180.0,1,1,8.320448113956559,True,True,False,False,False,False
1,253.0,360.0,1,1,9.025575833531088,True,True,False,False,False,True
2,187.0,360.0,1,1,8.933796043934858,True,True,False,False,False,True
0,133.0,360.0,0,0,8.430327258394575,False,False,False,True,True,False
